words,links,capital_words,spam_word_count,is_spam
714,10,19,3,1
145,0,16,3,1
225,2,8,2,0
186,2,2,2,0
947,8,23,4,1
257,2,2,2,0
240,1,1,1,0
333,1,5,10,1
242,2,3,0,0
87,0,3,2,0
152,2,1,6,0
593,4,20,3,1
624,9,11,9,1
145,2,2,0,0
76,0,2,2,0
222,3,26,9,1
282,1,1,1,0
64,1,5,2,0
386,10,26,2,1
792,2,18,3,1
211,1,0,2,0
20,1,2,2,0
177,0,1,1,0
575,5,29,3,1
236,1,0,2,0
29,1,1,1,0
75,3,0,1,0
29,0,1,2,0
101,2,3,1,0
425,3,13,5,1
72,9,25,3,1
865,2,14,4,1
269,2,3,2,0
26,1,2,3,0
260,0,0,0,0
166,0,1,3,0
435,0,1,2,0
294,0,2,5,0
56,2,2,1,0
150,1,10,1,0
97,0,0,0,0
206,0,0,4,0
167,2,0,1,0
494,1,2,0,0
94,1,3,0,0
581,4,0,1,1
430,7,5,9,1
75,1,0,2,0
551,0,21,8,1
24,4,0,5,0
211,1,2,1,0
292,2,2,2,0
468,0,0,0,0
158,1,2,2,0
910,8,4,1,1
943,10,24,9,1
569,10,30,8,1
29,1,3,2,0
161,0,2,0,0
900,9,6,6,1
194,0,3,1,0
272,1,3,0,0
878,5,4,5,1
988,6,0,3,1
460,2,13,8,1
246,1,7,0,0
789,10,8,9,1
33,1,2,1,0
393,10,5,4,1
281,1,4,2,0
194,2,2,4,0
508,5,24,8,1
814,7,7,7,1
394,8,25,8,1
160,2,1,2,0
172,3,1,1,0
129,7,18,2,1
151,1,3,2,0
409,2,15,3,1
821,8,7,7,1
87,1,3,1,0
287,4,2,0,0
226,5,8,2,0
154,9,25,10,1
988,3,14,4,1
317,0,1,1,0
108,4,16,9,1
170,2,2,2,0
285,0,0,2,0
369,0,3,2,0
223,7,21,3,1
629,9,21,1,1
423,10,5,6,1
231,1,3,6,0
242,0,1,1,0
292,0,4,0,0
28,4,0,0,0
219,0,0,0,0
739,2,23,10,1
610,8,18,3,1
244,1,0,0,0
76,1,15,4,1
61,1,2,1,0
493,3,0,2,0
256,2,3,1,0
74,2,3,0,0
295,0,2,1,0
246,2,2,2,0
275,1,5,0,0
622,9,22,7,1
221,1,4,1,0
190,2,27,9,1
243,1,1,5,0
62,2,2,0,0
121,0,27,4,1
173,9,11,1,1
97,0,3,0,0
97,2,29,10,1
217,8,0,10,1
610,1,8,7,1
341,2,19,8,1
138,5,8,7,1
469,0,10,3,1
288,0,3,1,0
892,7,24,8,1
27,0,2,0,0
405,0,5,2,1
250,9,4,2,1
163,1,0,1,0
79,0,8,6,0
114,4,6,7,1
119,10,13,5,1
292,2,0,5,0
138,0,0,2,0
758,3,28,4,1
853,2,25,1,1
157,1,1,1,0
957,1,9,2,1
701,1,23,7,1
191,2,0,2,0
257,0,2,2,0
90,1,3,2,0
208,0,3,3,0
282,2,1,0,0
88,1,25,10,1
149,5,21,9,1
236,1,19,3,1
195,1,0,0,0
904,3,5,2,1
279,0,1,0,0
290,1,2,2,0
248,4,10,1,0
20,2,3,0,0
296,2,1,1,0
249,5,2,2,0
200,2,6,0,0
178,1,2,2,0
884,4,5,8,1
187,1,0,2,0
993,5,18,5,1
177,1,1,2,0
874,1,1,5,1
159,0,23,0,1
83,1,0,0,0
718,7,26,3,1
289,1,2,0,0
20,3,2,1,0
30,2,1,0,0
164,10,16,8,1
137,2,2,2,0
275,0,1,3,0
163,2,3,2,0
706,6,7,4,1
56,9,11,8,1
107,1,0,2,0
150,0,10,0,0
418,0,2,2,0
646,4,25,9,1
651,10,1,9,1
178,2,18,5,1
139,5,11,5,1
284,1,3,0,0
57,8,15,6,1
119,9,9,10,1
101,0,1,1,0
184,0,4,0,0
118,3,23,1,1
113,0,6,6,0
151,9,23,6,1
44,0,0,6,0
102,1,1,1,0
333,7,14,7,1
891,3,18,4,1
88,2,27,7,1
45,2,0,1,0
51,0,2,2,0
236,0,2,0,0
713,2,3,2,1
202,0,2,0,0
71,2,8,2,0
184,2,3,1,0
61,2,2,3,0
57,1,1,2,0
705,9,23,9,1
48,0,0,1,0
638,4,5,9,1
274,1,2,2,0
119,2,3,1,0
303,8,23,8,1
153,1,8,2,0
429,2,1,4,0
174,1,3,2,0
778,4,28,6,1
256,0,1,2,0
108,0,0,9,1
664,10,6,7,1
991,5,26,3,1
652,3,26,1,1
456,0,5,1,0
129,9,5,3,1
364,6,20,3,1
141,9,5,1,1
808,6,14,3,1
98,2,0,3,0
476,2,1,9,1
633,1,19,2,1
503,10,13,3,1
221,0,6,1,0
679,10,7,6,1
421,10,9,3,1
291,3,0,6,0
83,5,1,2,0
184,10,24,9,1
247,0,2,5,0
612,8,28,9,1
75,1,4,0,0
197,0,3,0,0
240,0,0,2,0
405,9,1,4,1
107,2,2,1,0
840,7,24,5,1
173,0,9,0,0
536,9,5,10,1
205,1,5,6,0
144,0,0,9,1
177,6,20,3,1
283,1,1,1,0
21,0,2,1,0
82,0,2,1,0
259,0,3,1,0
231,0,1,2,0
267,2,1,0,0
849,2,8,1,1
268,0,1,0,0
397,2,11,1,1
533,1,30,5,1
114,0,2,0,0
199,2,2,1,0
167,3,29,3,1
759,8,11,8,1
103,0,1,0,0
638,10,20,2,1
275,1,1,6,0
83,2,0,0,0
171,1,3,1,0
441,0,3,2,0
694,3,23,5,1
387,1,3,0,0
181,2,1,2,0
195,4,3,8,1
281,1,2,0,0
119,2,9,6,1
186,0,2,1,0
220,2,0,1,0
130,0,0,0,0
264,2,1,0,0
46,1,2,0,0
248,0,12,6,1
178,2,1,2,0
743,3,4,1,1
37,0,2,0,0
935,9,8,3,1
581,0,13,6,1
197,0,2,0,0
858,5,12,3,1
278,0,2,1,0
192,1,1,1,0
100,7,21,6,1
427,2,2,1,0
171,4,8,2,0
352,5,23,4,1
257,2,1,0,0
141,2,3,0,0
1000,3,23,3,1
214,1,2,1,0
151,2,1,0,0
559,10,21,10,1
730,8,20,4,1
672,10,7,10,1
222,1,2,0,0
143,4,0,8,1
25,2,7,0,0
573,10,30,3,1
133,1,2,2,0
495,6,4,9,1
868,7,3,9,1
323,9,20,7,1
179,5,9,9,1
614,9,19,7,1
779,0,6,2,1
274,4,0,2,0
393,5,8,10,1
393,7,20,4,1
88,1,5,1,0
712,7,23,10,1
199,7,5,4,1
343,10,21,9,1
188,3,5,4,1
43,1,1,0,0
42,1,2,2,0
300,5,3,6,1
48,1,1,0,0
226,1,2,2,0
158,2,2,1,0
133,0,10,2,0
78,8,17,2,1
164,3,0,2,0
717,8,22,7,1
116,5,24,10,1
146,0,3,0,0
21,0,1,1,0
470,1,18,9,1
80,10,25,7,1
850,6,4,3,1
496,4,4,0,1
121,3,3,5,1
244,3,1,2,0
345,2,8,6,1
244,2,0,6,0
828,4,17,1,1
23,0,1,5,0
367,3,2,2,0
20,1,1,2,0
100,3,27,10,1
193,6,5,2,1
885,1,25,4,1
249,9,4,6,1
212,2,0,6,0
210,3,2,2,0
691,7,26,10,1
328,10,1,4,1
381,1,1,0,0
65,0,4,2,0
259,0,1,6,0
199,2,2,0,0
293,2,1,1,0
109,2,1,2,0
171,0,3,1,0
110,4,29,8,1
856,10,13,0,1
147,0,2,0,0
996,9,2,8,1
136,4,1,2,0
53,1,3,2,0
601,7,3,5,1
173,2,1,5,0
277,2,0,5,0
193,2,0,8,1
260,8,5,4,1
242,1,1,2,0
261,1,3,0,0
206,3,1,1,0
127,0,2,2,0
109,2,10,0,1
177,2,2,1,0
388,3,21,9,1
145,1,3,2,0
638,5,22,3,1
301,8,23,10,1
35,2,2,5,0
514,9,7,7,1
65,1,5,2,0
133,0,2,0,0
644,2,16,2,1
367,2,2,1,0
489,6,15,6,1
226,1,6,2,0
707,9,17,8,1
328,1,2,1,0
210,0,3,0,0
66,2,29,3,1
49,0,2,4,0
107,6,14,3,1
148,2,1,1,0
125,8,28,4,1
60,1,7,3,0
427,1,1,5,0
125,4,6,10,1
32,2,3,2,0
66,1,10,2,0
170,10,26,6,1
395,1,3,4,0
192,7,13,4,1
87,2,2,1,0
288,10,21,3,1
483,0,15,7,1
460,3,15,4,1
253,2,0,0,0
244,6,6,3,1
316,8,22,4,1
107,0,2,0,0
759,5,2,5,1
781,8,16,7,1
246,5,9,3,1
32,1,2,0,0
809,3,5,10,1
834,0,9,6,1
426,0,2,1,0
33,2,2,2,0
134,5,1,0,0
59,2,0,0,0
802,2,15,3,1
442,1,3,1,0
27,2,2,0,0
109,1,1,1,0
224,2,3,2,0
21,0,2,4,0
78,2,3,2,0
78,3,3,9,1
110,5,0,2,0
295,2,1,1,0
678,9,14,8,1
66,0,0,2,0
691,3,26,3,1
153,0,3,2,0
274,4,23,4,1
77,3,3,2,0
394,3,22,0,1
347,9,8,0,1
420,2,20,5,1
242,1,1,3,0
818,4,7,5,1
34,2,1,0,0
473,4,12,9,1
364,1,1,1,0
57,0,1,1,0
142,0,0,2,0
565,10,14,10,1
153,3,30,3,1
99,1,0,2,0
138,6,26,0,1
816,7,20,10,1
642,5,6,6,1
336,4,2,0,0
126,0,13,10,1
429,4,21,9,1
60,3,25,9,1
683,5,0,2,1
242,3,1,6,0
937,8,7,8,1
170,0,3,1,0
28,0,1,0,0
184,6,13,3,1
179,9,29,3,1
164,10,12,9,1
505,4,25,6,1
892,7,3,4,1
393,4,6,9,1
82,1,3,2,0
205,0,0,2,0
375,3,23,9,1
932,6,7,5,1
959,9,28,10,1
234,4,29,5,1
55,2,3,2,0
344,1,0,0,0
150,2,3,1,0
207,4,3,0,0
420,2,0,1,0
440,1,3,2,0
855,2,15,3,1
114,7,5,7,1
253,0,2,5,0
869,7,12,0,1
294,2,3,3,0
211,1,2,2,0
282,0,5,6,0
129,10,1,5,1
875,3,30,8,1
479,1,0,1,0
205,1,0,5,0
337,0,9,0,0
375,2,0,0,0
97,2,2,2,0
106,1,0,2,0
203,2,2,0,0
121,8,10,8,1
266,1,1,0,0
884,9,30,10,1
63,1,2,0,0
436,9,29,5,1
272,0,3,0,0
198,2,0,0,0
203,0,2,6,0
65,7,28,10,1
294,0,1,2,0
81,10,24,4,1
274,2,2,2,0
832,4,16,1,1
168,3,6,0,1
256,0,1,1,0
158,2,1,2,0
83,4,2,0,0
803,0,16,5,1
115,4,10,0,0
483,0,2,6,0
508,10,25,5,1
385,3,25,8,1
197,2,3,1,0
55,7,22,10,1
247,2,4,5,0
64,0,2,0,0
162,3,3,5,0
300,1,1,5,0
79,0,2,0,0
189,1,2,1,0
200,0,0,2,0
78,2,0,2,0
175,1,1,0,0
52,2,2,2,0
108,1,3,2,0
192,1,3,0,0
57,7,5,1,1
958,2,2,4,1
182,2,9,10,1
202,1,1,1,0
839,6,0,8,1
204,1,0,6,0
90,7,17,8,1
390,2,3,6,0
226,2,2,0,0
426,1,3,1,0
195,0,7,1,0
427,3,3,0,0
221,1,2,0,0
59,1,3,2,0
335,4,21,9,1
137,2,0,0,0
275,2,0,2,0
36,0,3,2,0
415,6,29,6,1
233,0,3,2,0
105,1,2,2,0
106,5,3,1,0
218,3,12,10,1
74,0,2,0,0
483,6,21,10,1
176,0,3,0,0
217,2,10,0,0
105,10,15,3,1
261,6,5,5,1
238,2,2,5,0
132,2,5,6,0
130,1,2,5,0
352,0,3,0,0
241,1,10,1,0
122,9,5,9,1
172,0,0,3,0
205,0,2,1,0
333,2,0,2,0
44,0,0,2,0
451,2,18,7,1
452,3,2,0,1
472,9,20,1,1
255,1,2,0,0
345,3,3,1,0
993,3,29,3,1
276,1,7,2,0
105,1,3,5,0
567,3,1,9,1
52,1,1,2,0
977,7,8,4,1
193,0,0,2,0
177,3,19,4,1
46,0,7,0,0
211,1,9,0,0
649,6,2,0,1
288,1,2,5,0
694,1,29,5,1
96,2,3,2,0
294,5,2,1,0
195,2,28,3,1
162,7,30,10,1
379,1,0,0,0
431,1,18,10,1
282,4,26,6,1
758,2,21,3,1
614,4,28,0,1
216,0,8,2,0
961,7,1,4,1
55,0,6,2,0
96,1,10,1,0
597,7,16,3,1
313,1,10,2,0
190,3,26,2,1
26,0,0,0,0
165,1,1,1,0
66,3,26,9,1
195,1,0,0,0
420,0,11,4,1
132,5,3,1,0
781,8,22,2,1
877,9,20,5,1
978,6,3,3,1
130,3,13,5,1
39,2,5,1,0
153,8,6,6,1
174,7,12,10,1
223,1,3,1,0
186,0,2,1,0
210,3,5,9,1
459,2,0,1,0
628,2,15,4,1
482,2,0,2,0
252,1,2,2,0
120,7,5,2,1
725,8,3,9,1
23,3,0,1,0
134,9,11,1,1
381,3,24,3,1
610,4,25,3,1
206,0,0,0,0
661,7,14,7,1
879,8,19,6,1
337,1,4,3,1
77,5,27,6,1
260,0,3,5,0
137,7,3,1,1
81,0,0,1,0
872,5,0,10,1
710,8,12,9,1
844,10,8,1,1
291,2,2,4,0
617,2,14,6,1
301,10,3,6,1
396,4,11,7,1
127,3,24,5,1
378,2,2,1,0
107,3,29,10,1
374,4,18,8,1
163,1,1,3,0
283,0,2,1,0
304,10,12,5,1
498,8,17,10,1
65,2,2,2,0
383,8,0,0,1
130,8,10,3,1
504,3,0,10,1
144,0,2,2,0
400,0,0,1,0
400,3,22,10,1
316,2,13,8,1
174,1,2,2,0
158,10,26,4,1
577,3,19,5,1
397,1,1,2,0
841,2,28,8,1
30,1,3,0,0
893,1,26,8,1
219,0,2,1,0
306,5,8,0,0
48,2,9,1,0
415,4,21,10,1
909,1,2,3,1
239,1,8,1,0
497,3,5,7,1
140,0,3,2,0
589,2,3,10,1
204,3,1,2,0
469,7,2,10,1
906,2,2,2,1
286,3,23,3,1
183,5,24,9,1
168,4,6,0,1
239,0,1,2,0
997,4,30,3,1
472,2,1,2,0
52,10,2,2,1
253,0,3,1,0
233,5,0,0,0
183,8,13,9,1
955,8,16,10,1
92,0,1,2,0
720,0,30,3,1
438,8,26,8,1
458,1,3,9,1
891,9,28,0,1
256,1,1,2,0
228,1,1,5,0
244,9,4,10,1
661,4,21,4,1
177,10,11,7,1
270,2,1,1,0
510,4,24,9,1
774,2,14,7,1
753,8,11,8,1
199,10,15,4,1
898,10,25,3,1
42,2,1,0,0
39,1,2,0,0
148,0,0,2,0
452,4,20,5,1
142,0,2,0,0
273,2,3,2,0
217,2,1,1,0
240,8,0,9,1
149,1,0,0,0
965,1,11,6,1
545,4,4,8,1
403,3,4,4,1
331,2,2,4,0
159,2,9,2,0
300,1,3,0,0
331,0,3,2,0
105,7,21,3,1
281,1,1,0,0
263,0,3,2,0
380,2,5,2,0
292,1,2,1,0
247,1,2,2,0
68,1,1,1,0
275,0,1,0,0
166,2,5,4,1
229,3,24,6,1
846,3,22,7,1
630,8,27,5,1
57,0,2,0,0
908,2,27,9,1
37,2,2,0,0
67,2,0,0,0
142,9,3,5,1
862,3,5,5,1
59,4,1,2,0
191,1,0,2,0
156,2,3,2,0
93,1,0,2,0
130,1,1,0,0
194,3,19,3,1
602,2,7,5,1
840,1,16,5,1
120,2,25,9,1
96,7,5,10,1
308,0,2,2,0
297,2,13,7,1
184,8,2,6,1
95,2,3,0,0
219,1,3,1,0
860,6,26,8,1
28,0,0,2,0
184,2,0,2,0
208,7,14,10,1
71,2,2,1,0
686,5,23,9,1
616,4,30,5,1
665,8,6,5,1
48,2,0,5,0
158,6,19,1,1
254,8,5,5,1
171,3,15,6,1
251,1,0,0,0
154,4,28,7,1
51,5,7,2,0
166,1,2,0,0
277,9,24,8,1
132,3,8,5,1
392,7,10,2,1
119,5,1,6,0
116,1,3,0,0
458,2,2,2,0
302,9,22,8,1
252,0,0,1,0
935,9,17,10,1
340,0,2,2,0
33,1,1,1,0
75,0,2,10,1
206,1,1,0,0
269,5,2,1,0
638,2,13,10,1
233,1,0,1,0
660,6,4,7,1
151,0,0,5,0
560,3,22,9,1
176,1,0,0,0
235,0,1,3,0
275,0,0,3,0
281,1,2,1,0
26,3,2,5,0
129,1,1,2,0
192,3,16,3,1
288,1,2,4,0
291,1,3,1,0
21,1,7,3,0
232,1,0,1,0
361,9,25,9,1
205,0,1,2,0
802,4,10,4,1
317,3,24,3,1
124,0,28,7,1
207,0,9,1,0
672,6,16,7,1
95,1,3,1,0
648,7,21,4,1
793,4,1,2,1
33,1,2,2,0
352,0,1,2,0
226,2,3,2,0
124,1,2,1,0
694,2,16,7,1
291,1,2,4,0
91,5,4,4,1
997,0,6,6,1
791,2,30,1,1
113,2,9,2,0
97,2,1,1,0
119,2,10,1,0
212,2,0,0,0
644,2,23,6,1
815,2,13,7,1
159,2,3,0,0
593,8,15,3,1
615,9,7,6,1
242,4,0,1,0
91,3,0,5,0
407,10,10,3,1
953,8,9,4,1
261,2,2,2,0
225,3,2,1,0
449,2,0,8,1
444,7,15,7,1
749,8,26,9,1
149,1,8,10,1
764,6,14,10,1
353,2,4,2,0
647,3,22,8,1
238,3,11,9,1
162,2,4,0,0
164,2,0,8,1
174,4,3,4,0
419,8,8,6,1
440,4,4,2,0
926,0,20,8,1
122,0,8,1,1
182,2,0,5,0
199,2,2,0,0
174,2,1,1,0
523,7,18,7,1
623,3,15,10,1
517,2,18,10,1
694,5,11,1,1
810,7,8,9,1
47,0,0,1,0
639,3,17,3,1
313,1,2,1,0
59,2,13,9,1
368,1,4,1,0
202,1,1,2,0
871,8,6,6,1
364,10,24,8,1
103,1,3,1,0
721,3,5,0,1
43,0,0,0,0
231,2,0,2,0
242,0,0,2,0
248,2,1,2,0
543,5,2,5,1
392,6,28,9,1
203,7,28,3,1
333,4,3,3,1
411,2,3,2,0
35,0,2,1,0
192,0,17,7,1
328,0,12,6,1
510,2,30,7,1
777,5,0,7,1
400,3,29,8,1
142,3,26,9,1
343,5,5,0,0
170,10,2,6,1
382,4,1,6,0
702,2,4,7,1
165,2,3,0,0
317,0,5,0,0
858,8,8,4,1
142,5,4,10,1
107,4,18,8,1
97,2,6,8,1
153,0,3,1,0
45,1,2,1,0
466,0,28,9,1
784,4,27,3,1
464,2,3,1,1
324,1,10,3,1
992,2,7,1,1
178,0,0,1,0
744,2,23,0,1
696,6,7,4,1
93,0,3,2,0
138,0,10,9,1
121,0,9,6,0
78,5,3,2,0
217,5,0,1,0
961,9,30,6,1
290,4,0,0,0
618,6,20,10,1
505,10,3,6,1
99,2,21,7,1
142,1,21,0,1
683,7,30,4,1
237,1,0,1,0
126,0,0,1,0
103,3,23,4,1
197,0,0,1,0
917,6,2,3,1
480,4,28,9,1
67,0,6,5,0
195,5,6,1,1
153,5,10,0,0
200,2,1,2,0
810,4,15,5,1
68,2,2,0,0
475,0,0,2,0
141,1,0,3,1
149,6,25,5,1
384,2,1,0,0
208,2,15,0,1
58,3,1,10,1
57,1,10,2,0
718,6,8,4,1
137,0,3,1,0
214,0,1,2,0
540,7,28,10,1
267,3,1,6,0
169,0,8,6,0
74,1,3,0,0
130,0,4,2,0
637,8,26,10,1
666,3,20,4,1
741,3,13,10,1
224,1,3,2,0
377,2,0,2,0
290,1,0,0,0
337,9,25,4,1
272,1,1,2,0
577,9,11,8,1
107,2,3,2,0
299,8,0,10,1
818,4,11,4,1
765,4,6,10,1
218,1,2,2,0
289,2,3,0,0
132,1,0,0,0
81,2,1,2,0
616,3,8,7,1
413,8,24,1,1
703,9,27,3,1
106,2,5,10,1
454,0,0,0,0
73,2,4,1,0
282,4,26,6,1
888,7,9,8,1
710,0,26,4,1
83,1,1,0,0
279,5,2,2,0
786,4,6,5,1
541,7,1,3,1
811,10,10,8,1
557,2,25,1,1
38,2,6,1,0
141,0,1,1,0
392,0,19,1,1
288,3,6,1,0
631,2,30,4,1
208,2,1,1,0
476,8,18,9,1
172,0,1,2,0
263,2,1,1,0
254,1,0,2,0
210,2,3,4,0
296,0,0,5,0
792,6,28,7,1
180,1,2,0,0
147,4,6,3,1
827,1,26,10,1
81,6,3,2,1
196,1,1,2,0
443,0,3,1,0
161,0,1,2,0
474,7,27,5,1
61,8,7,4,1
152,3,20,2,1
210,5,2,1,0
429,2,2,1,0
194,2,3,3,0
679,8,7,10,1
992,9,18,3,1
51,7,9,9,1
262,0,3,0,0
805,3,30,0,1
284,9,26,0,1
830,8,5,10,1
314,7,24,2,1
379,3,14,10,1
756,3,28,9,1
72,2,17,1,1
864,9,29,4,1
81,2,2,2,0
278,2,7,7,1
111,0,3,3,0
608,10,8,6,1
290,8,6,7,1
82,3,1,10,1
112,1,2,2,0
100,2,0,2,0
125,2,0,2,0
90,2,21,6,1
196,0,3,4,0
247,2,0,1,0
166,9,29,7,1
288,0,3,2,0
183,2,2,5,0
309,2,26,7,1
254,1,1,0,0
846,2,23,1,1
22,5,1,0,0
89,2,1,0,0
316,8,11,8,1
879,0,12,1,1
909,7,5,2,1
280,1,0,1,0
78,0,7,1,0
299,1,2,2,0
154,5,0,2,0
68,1,1,2,0
202,2,0,0,0
179,2,20,0,1
189,5,5,7,1
243,2,1,2,0
150,0,1,1,0
82,0,24,6,1
165,1,2,0,0
142,8,16,1,1
370,1,1,0,0
212,0,4,0,0
158,2,4,1,0
187,4,18,3,1
63,1,0,2,0
592,7,3,3,1
438,1,1,1,0
924,8,15,10,1
338,2,2,0,0
32,2,1,4,0
273,2,3,1,0
715,8,14,7,1
181,1,4,3,0
137,1,3,0,0
706,7,27,7,1
468,1,4,1,0
253,0,3,0,0
254,4,18,9,1
170,2,2,2,0
218,1,3,3,0
100,2,1,2,0
220,4,3,1,0
314,0,2,0,0
830,5,29,5,1
269,0,3,2,0
183,6,22,6,1
326,1,0,1,0
193,2,1,1,1
574,10,21,7,1
52,2,3,0,0
161,4,4,1,1
237,6,0,5,1
109,1,2,2,0
95,6,8,7,1
200,5,3,2,0
284,2,6,1,0
185,0,2,2,0
425,6,2,5,1
133,0,20,6,1
294,2,3,5,0
90,0,2,2,0
275,9,3,5,1
871,8,5,4,1
695,8,5,3,1
278,10,11,6,1
96,0,1,6,0
474,1,2,2,0
27,1,2,2,0
112,1,2,0,0
521,1,5,9,1
70,4,5,6,1
181,2,2,0,0
139,5,0,1,0
167,2,3,4,0
